All	HP:0000001
Decreased size of skull	HP:0000252
Abnormally small head	HP:0000252
Small head	HP:0000252
small calvarium	HP:0000252
Small skull	HP:0000252
Progressive microcephaly	HP:0000253
Progressively abnormally small skull	HP:0000253
Microcephaly, progressive	HP:0000253
Microcephaly, postnatal, progressive	HP:0000253
Progressively abnormally small cranium	HP:0000253
Acute sinusitis	HP:0000255
Macrocephaly	HP:0000256
Large head circumference	HP:0000256
Increased size of head	HP:0000256
Big calvaria	HP:0000256
Increased size of skull	HP:0000256
Big head	HP:0000256
Macrocrania	HP:0000256
Large head	HP:0000256
Increased size of cranium	HP:0000256
Megacephaly	HP:0000256
Big cranium	HP:0000256
Large cranium	HP:0000256
Large skull	HP:0000256
Large calvaria	HP:0000256
Big skull	HP:0000256
Wide anterior fontanel	HP:0000260
Large anterior fontanelle	HP:0000260
Large open anterior fontanelle	HP:0000260
Large open anterior fontanel	HP:0000260
Wider-than-typical soft spot of skull	HP:0000260
Large anterior fontanels	HP:0000260
Large anterior fontanel	HP:0000260
Wide anterior fontanelle	HP:0000260
Wide open anterior fontanelle	HP:0000260
Turricephaly	HP:0000262
Tall shaped cranium	HP:0000262
Tall shaped head	HP:0000262
Tall shaped skull	HP:0000262
Tower cranium shape	HP:0000262
Tower skull shape	HP:0000262
Oxycephaly	HP:0000263
Acrocephaly	HP:0000263
Abnormality of the mastoid	HP:0000264
Abnormality of mastoid process of temporal bone	HP:0000264
Mastoiditis	HP:0000265
Cranial asymmetry	HP:0000267
Abnormality of head shape	HP:0000267
Malformation of cranial vault shape	HP:0000267
Malformation of head shape	HP:0000267
Abnormality of cranial vault shape	HP:0000267
Asymmetry of head	HP:0000267
Asymmetry of cranium	HP:0000267
Malformation of cranium shape	HP:0000267
Uneven head shape	HP:0000267
Abnormality of cranium shape	HP:0000267
Cranial vault asymmetry	HP:0000267
Dolichocephaly	HP:0000268
Narrow cranium shape	HP:0000268
Tall and narrow skull	HP:0000268
Large dolichocephalic skull	HP:0000268
Narrow head shape	HP:0000268
Turridolichocephaly	HP:0000268
Long, narrow head	HP:0000268
Narrow skull shape	HP:0000268
Prominent occiput	HP:0000269
Prominent back of the head	HP:0000269
Prominent posterior head	HP:0000269
Prominent posterior cranium	HP:0000269
Protruding back of the head	HP:0000269
Protruding occiput	HP:0000269
Prominent back of the skull	HP:0000269
Prominent posterior skull	HP:0000269
Delayed cranial suture closure	HP:0000270
Open sutures	HP:0000270
Delayed closure of the fontanelles	HP:0000270
Delayed cranial suture closure	HP:0000270
Late closure of fontanelle	HP:0000270
Delayed fontanelle closure	HP:0000270
Delayed fontanel closure	HP:0000270
Delayed closure of fontanelles	HP:0000270
Delayed closure of fontanels	HP:0000270
Late-closing fontanelle	HP:0000270
Broad late closing cranial sutures	HP:0000270
Delayed closure of fontanel	HP:0000270
Late closing fontanelles	HP:0000270
Abnormality of the face	HP:0000271
Abnormality of the face	HP:0000271
Abnormal face	HP:0000271
Anomaly of face	HP:0000271
Abnormality of the physiognomy	HP:0000271
Abnormality of the visage	HP:0000271
Anomaly of the face	HP:0000271
Disorder of face	HP:0000271
Disorder of the face	HP:0000271
Facial anomaly	HP:0000271
Abnormality of the countenance	HP:0000271
Facial abnormality	HP:0000271
Malar flattening	HP:0000272
Decreased size of malar bone	HP:0000272
Underdevelopment of malar bone	HP:0000272
Malar hypoplasia	HP:0000272
Depressed malar region	HP:0000272
Hypotrophic malar bone	HP:0000272
Zygomatic flattening	HP:0000272
Flat cheekbone	HP:0000272
Facial grimacing	HP:0000273
Facial grimacing	HP:0000273
Small face	HP:0000274
Facial hypoplasia	HP:0000274
Short and narrow face	HP:0000274
Small face	HP:0000274
Hypoplasia of face	HP:0000274
Small facies	HP:0000274
Microfacies	HP:0000274
Microface	HP:0000274
Narrow face	HP:0000275
Thin face	HP:0000275
Transverse hypoplasia of face	HP:0000275
Horizontal hypoplasia of face	HP:0000275
Transverse insufficiency of face	HP:0000275
Horizontal deficiency of face	HP:0000275
Decreased width of face	HP:0000275
Decreased transverse dimension of face	HP:0000275
Narrow facies	HP:0000275
Decreased breadth of face	HP:0000275
Thin facies	HP:0000275
Decreased horizontal dimension of face	HP:0000275
Narrow face	HP:0000275
Horizontal insufficiency of face	HP:0000275
Transverse deficiency of face	HP:0000275
Long face	HP:0000276
Elongation of face	HP:0000276
Vertical hyperplasia of face	HP:0000276
Increased vertical dimension of face	HP:0000276
Increased length of face	HP:0000276
Vertical overgrowth of face	HP:0000276
Long face	HP:0000276
Increased height of face	HP:0000276
Vertical elongation of face	HP:0000276
Long facies	HP:0000276
Vertical excess of face	HP:0000276
Vertical enlargement of face	HP:0000276
Vertical Facial Excess	HP:0000276
Abnormality of the mandible	HP:0000277
Deformity of the mandible	HP:0000277
Abnormality of the mandible	HP:0000277
Abnormality of the lower jaw bone	HP:0000277
Anomaly of the mandible	HP:0000277
Deformity of the lower jaw bone	HP:0000277
Malformation of the lower jaw bone	HP:0000277
Malformation of the mandible	HP:0000277
Retrognathia	HP:0000278
Receding lower jaw	HP:0000278
Retrogenia	HP:0000278
Receding chin	HP:0000278
Receding mandible	HP:0000278
Retrognathia of lower jaw	HP:0000278
Lower jaw retrognathia	HP:0000278
Weak jaw	HP:0000278
Weak chin	HP:0000278
Coarse facial features	HP:0000280
Coarse face	HP:0000280
Coarse facial appearance	HP:0000280
Rounded and heavy facial features	HP:0000280
Coarse facial features	HP:0000280
Coarse facies	HP:0000280
Thickened facial skin with coarse facial features	HP:0000280
Facial edema	HP:0000282
Facial puffiness	HP:0000282
Facial swelling	HP:0000282
Facial oedema	HP:0000282
Broad face	HP:0000283
Horizontal excess of face	HP:0000283
Transverse hyperplasia of face	HP:0000283
Wide face	HP:0000283
Broad face	HP:0000283
Broad facies	HP:0000283
Increased horizontal dimension of face	HP:0000283
Wide facies	HP:0000283
Increased breadth of face	HP:0000283
Increased transverse dimension of face	HP:0000283
Increased width of face	HP:0000283
Horizontal hyperplasia of face	HP:0000283
Transverse excess of face	HP:0000283
obsolete Abnormality of the ocular region	HP:0000284
Epicanthus	HP:0000286
Eye folds	HP:0000286
Prominent eye folds	HP:0000286
Plica palpebronasalis	HP:0000286
Epicanthal folds	HP:0000286
Epicanthal fold	HP:0000286
Palpebronasal fold	HP:0000286
Epicanthic folds	HP:0000286
Increased facial adipose tissue	HP:0000287
Hyperplasia of facial adipose tissue	HP:0000287
Increased volume of facial adipose tissue	HP:0000287
Facial fat hyperplasia	HP:0000287
Increased amount of facial adipose tissue	HP:0000287
Facial fat hypertrophy	HP:0000287
Hypertrophy of facial adipose tissue	HP:0000287
Increased amount of facial fat	HP:0000287
Abnormality of the philtrum	HP:0000288
Abnormal philtrum	HP:0000288
Abnormality of the paralabial region	HP:0000288
Abnormality of the infranasal depression	HP:0000288
Broad philtrum	HP:0000289
Increased horizontal dimension of philtrum	HP:0000289
Increased width of philtrum	HP:0000289
Increased breadth of philtrum	HP:0000289
Wide philtrum	HP:0000289
Increased transverse dimension of philtrum	HP:0000289
Abnormality of the forehead	HP:0000290
Deformity of the forehead	HP:0000290
Abnormality of the forehead	HP:0000290
Anomaly of the forehead	HP:0000290
Abnormality of the frontal region of the face	HP:0000290
Malformation of the forehead	HP:0000290
Abnormality of facial adipose tissue	HP:0000291
Abnormality of facial fat	HP:0000291
Deformity of facial adipose tissue	HP:0000291
Malformation of facial adipose tissue	HP:0000291
Loss of facial adipose tissue	HP:0000292
Loss of facial fat	HP:0000292
Loss of subcutaneous adipose tissue from face	HP:0000292
Decreased volume of facial adipose tissue	HP:0000292
Loss of facial subcutaneous adipose tissue	HP:0000292
Decreased amount of facial adipose tissue	HP:0000292
Decreased amount of facial fat	HP:0000292
Full cheeks	HP:0000293
Hypertrophy of cheeks	HP:0000293
Apple cheeks	HP:0000293
Big cheeks	HP:0000293
Puffy cheeks	HP:0000293
Hyperplasia of cheeks	HP:0000293
Full cheeks	HP:0000293
Large cheeks	HP:0000293
Chubby cheeks	HP:0000293
Increased size of cheeks	HP:0000293
Low anterior hairline	HP:0000294
Low frontal hairline	HP:0000294
Low-set frontal hairline	HP:0000294
Doll-like facies	HP:0000295
Doll-like facial appearance	HP:0000295
Facial hypotonia	HP:0000297
Decreased facial muscle tone	HP:0000297
Low facial muscle tone	HP:0000297
Hypotonic facies	HP:0000297
Reduced facial muscle tone	HP:0000297
Atony of facial musculature	HP:0000297
Mask-like facies	HP:0000298
Amimia	HP:0000298
Expressionless face	HP:0000298
Mask-like facial appearance	HP:0000298
Masklike facies	HP:0000298
Lack of facial expression	HP:0000298
Oval face	HP:0000300
Oval facial shape	HP:0000300
Oval face	HP:0000300
Oval facies	HP:0000300
Abnormality of facial musculature	HP:0000301
Abnormality of facial muscles	HP:0000301
Facial muscle issue	HP:0000301
Mandibular prognathia	HP:0000303
Macromandible	HP:0000303
Hypertrophy of lower jaw	HP:0000303
Prominent lower jaw	HP:0000303
Mandibular prognathism	HP:0000303
Prominent mandible	HP:0000303
Prognathia	HP:0000303
Big lower jaw	HP:0000303
Mandibular excess	HP:0000303
Lower jaw excess	HP:0000303
Increased size of lower jaw	HP:0000303
Lower jaw hyperplasia	HP:0000303
Enlargement of mandible	HP:0000303
Mandible prognathism	HP:0000303
Large lower jaw	HP:0000303
Big mandible	HP:0000303
Hypertrophy of mandible	HP:0000303
Increased size of mandible	HP:0000303
Mandibular macrognathia	HP:0000303
Relative mandibular prognathism	HP:0000303
Large mandible	HP:0000303
Prominent jaw	HP:0000303
Increased projection of lower jaw	HP:0000303
Enlarged mandible	HP:0000303
Increased projection of mandible	HP:0000303
Prominent chin	HP:0000303
Prognathism	HP:0000303
Hyperplasia of lower jaw	HP:0000303
Mandibular hyperplasia	HP:0000303
Abnormality of the chin	HP:0000306
Abnormality of the chin	HP:0000306
Anomaly of the chin	HP:0000306
Abnormality of the menton	HP:0000306
Malformation of the chin	HP:0000306
Deformity of the chin	HP:0000306
Pointed chin	HP:0000307
Pointy chin	HP:0000307
Small pointed chin	HP:0000307
Witch's chin	HP:0000307
Pointed chin	HP:0000307
Pointed mention region	HP:0000307
Microretrognathia	HP:0000308
Small retruded chin	HP:0000308
Retromicrognathia	HP:0000308
Abnormality of the midface	HP:0000309
Anomaly of the midface	HP:0000309
Deformity of the midface	HP:0000309
Malformation of the midface	HP:0000309
Abnormality of the midface	HP:0000309
Round face	HP:0000311
Round facial appearance	HP:0000311
Round facies	HP:0000311
Round, full face	HP:0000311
Circular face	HP:0000311
Round facial shape	HP:0000311
Round face	HP:0000311
Abnormality of the orbital region	HP:0000315
Deformity of the orbital region of the face	HP:0000315
Abnormality of the eye region	HP:0000315
Abnormality of the region around the eyes	HP:0000315
Malformation of the orbital region of the face	HP:0000315
Anomaly of the orbital region of the face	HP:0000315
Hypertelorism	HP:0000316
Increased distance between eye sockets	HP:0000316
Ocular hypertelorism	HP:0000316
Increased interpupillary distance	HP:0000316
Wide-set eyes	HP:0000316
Widely spaced eyes	HP:0000316
Excessive orbital separation	HP:0000316
Increased distance between eyes	HP:0000316
Widened interpupillary distance	HP:0000316
Facial myokymia	HP:0000317
Involuntary facial contraction	HP:0000317
Involuntary facial quivering	HP:0000317
Smooth philtrum	HP:0000319
Shallow philtrum	HP:0000319
Flat philtrum	HP:0000319
Indistinct philtrum	HP:0000319
Philtrum, smooth	HP:0000319
Simple philtrum	HP:0000319
Decreased depth of philtrum	HP:0000319
Bird-like facies	HP:0000320
Bird-like facial appearance	HP:0000320
Square face	HP:0000321
Square facies	HP:0000321
Square facial shape	HP:0000321
Square face	HP:0000321
Short philtrum	HP:0000322
Vertical hypoplasia of philtrum	HP:0000322
Decreased vertical dimension of philtrum	HP:0000322
Decreased length of philtrum	HP:0000322
Decreased height of philtrum	HP:0000322
Facial asymmetry	HP:0000324
Facial asymmetry	HP:0000324
Crooked face	HP:0000324
Asymmetry of face	HP:0000324
Asymmetry of right and left side of face	HP:0000324
Unsymmetrical face	HP:0000324
Asymmetric facies	HP:0000324
Unbalanced face	HP:0000324
Unequal sides of face	HP:0000324
Uneven face	HP:0000324
Uneven sides of face	HP:0000324
Triangular face	HP:0000325
Face with broad temples and narrow chin	HP:0000325
Triangular face	HP:0000325
Triangular facies	HP:0000325
Triangular facial shape	HP:0000325
Abnormality of the maxilla	HP:0000326
Deformity of the maxilla	HP:0000326
Malformation of the upper jaw bones	HP:0000326
Abnormality of the upper jaw bones	HP:0000326
Deformity of the upper jaw bones	HP:0000326
Abnormality of the upper jaw bone	HP:0000326
Malformation of the maxilla	HP:0000326
Anomaly of the maxilla	HP:0000326
Hypoplasia of the maxilla	HP:0000327
Decreased projection of upper jaw	HP:0000327
Micromaxilla	HP:0000327
Small maxilla	HP:0000327
Decreased size of upper jaw	HP:0000327
Retrognathia of upper jaw	HP:0000327
Upper jaw deficiency	HP:0000327
Deficiency of upper jaw bones	HP:0000327
Hypotrophic maxilla	HP:0000327
Maxillary retrusion	HP:0000327
Maxillary hypoplasia	HP:0000327
Upper jaw retrusion	HP:0000327
Maxillary retrognathia	HP:0000327
Small upper jaw	HP:0000327
Decreased size of maxilla	HP:0000327
Hypotrophic upper jaw bones	HP:0000327
Hypoplasia of upper jaw bones	HP:0000327
Maxillary deficiency	HP:0000327
Maxillary micrognathia	HP:0000327
Retrusion of upper jaw bones	HP:0000327
Small upper jaw bones	HP:0000327
Decreased projection of maxilla	HP:0000327
Hypoplastic maxillary bones	HP:0000327
Facial hemangioma	HP:0000329
Facial hemangiomata	HP:0000329
Short chin	HP:0000331
Small chin	HP:0000331
Short lower third of face	HP:0000331
Short chin	HP:0000331
Vertical hypoplasia of chin	HP:0000331
Vertical deficiency of chin	HP:0000331
Decreased height of chin	HP:0000331
Prominent supraorbital ridges	HP:0000336
Protruding supraorbital ridge	HP:0000336
Hyperplasia of supraorbital margins	HP:0000336
Prominent supraorbital margins	HP:0000336
Hypertrophy of supraorbital margins	HP:0000336
Hypertrophy of supraorbital ridge	HP:0000336
Supraorbital hyperostosis	HP:0000336
Hyperplasia of supraorbital ridge	HP:0000336
Prominent brow	HP:0000336
Prominent supraorbital ridge	HP:0000336
Broad forehead	HP:0000337
Intertemporal widening	HP:0000337
Increased width of the forehead	HP:0000337
Bitemporal widening	HP:0000337
Increased bitemporal width	HP:0000337
Wide forehead	HP:0000337
Broad forehead	HP:0000337
Increased bitemporal dimension	HP:0000337
Hypomimic face	HP:0000338
Decreased facial expressions	HP:0000338
Decreased facial muscle movement	HP:0000338
Hypomimia	HP:0000338
Dull facial expression	HP:0000338
Pugilistic facies	HP:0000339
Boxer-like facial appearance	HP:0000339
Pugilistic facial appearance	HP:0000339
Sloping forehead	HP:0000340
Inclined forehead	HP:0000340
Receding forehead	HP:0000340
Posteriorly sloping forehead	HP:0000340
Sloping forehead	HP:0000340
Narrow forehead	HP:0000341
Intertemporal narrowing	HP:0000341
Decreased width of the forehead	HP:0000341
Temporal narrowness	HP:0000341
Bitemporal skull narrowing	HP:0000341
Narrow bitemporal diameter	HP:0000341
Bitemporal narrowness	HP:0000341
Narrow forehead	HP:0000341
Bitemporal narrowing	HP:0000341
Narrow bitemporal width	HP:0000341
Long philtrum	HP:0000343
Elongated philtrum	HP:0000343
Increased vertical dimension of philtrum	HP:0000343
Vertical hyperplasia of philtrum	HP:0000343
Increased length of philtrum	HP:0000343
Increased height of philtrum	HP:0000343
Whistling appearance	HP:0000346
Whistling appearance	HP:0000346
Whistling facial appearance	HP:0000346
Micrognathia	HP:0000347
Small lower jaw	HP:0000347
Deficiency of lower jaw	HP:0000347
Mandibular deficiency	HP:0000347
Hypotrophic mandible	HP:0000347
Little lower jaw	HP:0000347
Underdevelopment of lower jaw	HP:0000347
Hypoplasia of lower jaw	HP:0000347
Decreased size of mandible	HP:0000347
Hypoplastic mandible condyle	HP:0000347
Micrognathia of lower jaw	HP:0000347
Mandibular micrognathia	HP:0000347
Micromandible	HP:0000347
Hypoplastic mandible	HP:0000347
Mandibular retrusion	HP:0000347
Decreased size of lower jaw	HP:0000347
Hypotrophic lower jaw	HP:0000347
Hypoplasia of mandible	HP:0000347
Little mandible	HP:0000347
Decreased projection of mandible	HP:0000347
Mandibular retrognathia	HP:0000347
Lower jaw deficiency	HP:0000347
Retrusion of lower jaw	HP:0000347
Underdevelopment of mandible	HP:0000347
Mandibular hypoplasia	HP:0000347
Lower jaw hypoplasia	HP:0000347
Severe hypoplasia of mandible	HP:0000347
Robin mandible	HP:0000347
Lower jaw retrusion	HP:0000347
Decreased projection of lower jaw	HP:0000347
Small jaw	HP:0000347
Small mandible	HP:0000347
High forehead	HP:0000348
High forehead	HP:0000348
Tall forehead	HP:0000348
Widow's peak	HP:0000349
Hairline point	HP:0000349
Widow's peak	HP:0000349
Pointed hairline at front of head	HP:0000349
Hairline peak	HP:0000349
Pointed frontal hairline	HP:0000349
V-shaped frontal hairline	HP:0000349
Small forehead	HP:0000350
Decreased size of forehead	HP:0000350
Hypoplasia of forehead	HP:0000350
Decreased size of frontal region of face	HP:0000350
Hypotrophic forehead	HP:0000350
Small forehead	HP:0000350
Abnormality of the outer ear	HP:0000356
Abnormality of the external ear	HP:0000356
Malformed pinnae	HP:0000356
Abnormality of the auricle	HP:0000356
Outer ear abnormality	HP:0000356
Ear anomalies	HP:0000356
Abnormality of the outer ear	HP:0000356
External ear malformations	HP:0000356
Abnormal pinnae	HP:0000356
Abnormal location of ears	HP:0000357
