Tous	HP:0000001
Troubles psychiatriques ou comportementaux	HP:0000708
affections psychiatriques	HP:0000708
troubles psychiatriques	HP:0000708
psychose	HP:0000709
hyperoralité	HP:0000710
hyper-oralité	HP:0000710
agitation psychomotrice	HP:0000711
labilite emotionnelle	HP:0000712
humeur modifiée	HP:0000712
Agitation	HP:0000713
Hallucinations auditives et visuelles	HP:0000714
dépression	HP:0000716
trouble dépressif	HP:0000716
Autisme	HP:0000717
trouble autistique	HP:0000717
Comportement agressif	HP:0000718
agressivite	HP:0000718
comportement inapproprié	HP:0000719
instabilite emotionnelle	HP:0000720
sautes d'humeur	HP:0000720
perte du jeu spontané	HP:0000721
Trouble obsessionnel compulsif	HP:0000722
Comportement anormal manque d'intérêt et activités réduites	HP:0000723
hyperphagie	HP:0000724
episode psychotique	HP:0000725
Démence	HP:0000726
démence du lobe frontal	HP:0000727
habilité altérée à nouer des relations avec ses pairs	HP:0000728
Trouble envahissant du développement	HP:0000729
troubles envahissants du développement	HP:0000729
Performance scolaire médiocre	HP:0000730
adhérence inflexible aux routines et aux rites	HP:0000732
compartement stéréotypique	HP:0000733
stéréotypie	HP:0000733
Désinhibition	HP:0000734
perturbation des interactions sociales	HP:0000735
Durée de l'attention courte	HP:0000736
Durée de l'attention pauvre	HP:0000736
irritabilite	HP:0000737
hallucination	HP:0000738
Anxiété	HP:0000739
Anxiété (avec phéochromocytome)	HP:0000740
Apathie	HP:0000741
automutilation	HP:0000742
tolérance faible à la frustration	HP:0000744
perte de motivation	HP:0000745
Délires	HP:0000746
idée delirante	HP:0000746
manque de mémoire	HP:0000747
manque (habituel) de memoire	HP:0000747
Rire déplacé	HP:0000748
développement du langage et parole retardés	HP:0000750
modification de la personnalité	HP:0000751
changement de personnalité	HP:0000751
agitation psychomotrice	HP:0000752
Autisme avec de fortes capacités cognitives	HP:0000753
Agoraphobie	HP:0000756
manque de connaissance	HP:0000757
utilisation altérée des comportements non verbaux	HP:0000758
Anomalie du système nerveux périphérique	HP:0000759
Anomalie du SNP	HP:0000759
Ralentissement de la vitesse de conduction nerveuse	HP:0000762
conduction nerveuse anormale	HP:0000762
neuropathie sensitive	HP:0000763
Neuropathie sensorielle	HP:0000763
Dégénérescence axonale	HP:0000764
Anomalie du thorax	HP:0000765
Anomalie du sternum	HP:0000766
Pectus excavatum	HP:0000767
thorax en entonnoir	HP:0000767
Pectus carinatum	HP:0000768
Thorax en carène	HP:0000768
Thorax en bréchet	HP:0000768
Anomalie des seins	HP:0000769
Anomalie mammaire chez l'homme	HP:0000770
Anomalie mammaire masculine	HP:0000770
Gynécomastie	HP:0000771
Anomalie des côtes	HP:0000772
Côtes courtes	HP:0000773
thorax étroit	HP:0000774
Anomalie du diaphragme	HP:0000775
Hernie diaphragmatique	HP:0000776
Hernie diaphragmatique congénitale	HP:0000776
hernie du diaphragme	HP:0000776
anomalie du thymus	HP:0000777
hypoplasie du thymus	HP:0000778
anomalie de la scapula	HP:0000782
anomalie de l'omoplate	HP:0000782
Aménorrhée primaire	HP:0000786
calculs rénaux	HP:0000787
lithiase rénale	HP:0000787
néphrolithiase	HP:0000787
infertilité	HP:0000789
hématurie	HP:0000790
urolithiase d'acide urique	HP:0000791
malformation rénale	HP:0000792
glomérulonéphrite membranoproliférative	HP:0000793
Glomérulonéphrite membranoproliférative primaire	HP:0000793
néphropathie à IgA	HP:0000794
Maladie de Berger	HP:0000794
Anomalie de l'urètre	HP:0000795
Obstruction urétrale	HP:0000796
oligospermie	HP:0000798
stéatose rénale	HP:0000799
dysplasie rénale kystique	HP:0000800
impuissance	HP:0000802
kystes du cortex rénal	HP:0000803
Lithiase xanthique	HP:0000804
Énurésie	HP:0000805
Hypospadias glandulaire	HP:0000807
hypospadias pénoscrotal	HP:0000808
atrésie des voies urinaires	HP:0000809
obstruction urinaire de l'acide orotique	HP:0000810
Organes génitaux externes anormaux	HP:0000811
Anomalie génitale interne	HP:0000812
anomalie des organes génitaux internes	HP:0000812
anomalie du système génital interne	HP:0000812
Utérus bicorne	HP:0000813
petits kystes multiples du cortex rénal	HP:0000814
hypogonadisme hypergonadotrophique	HP:0000815
hypogonadisme masculin primitif	HP:0000815
Anomalie du métabolisme du cycle de Krebs	HP:0000816
pauvre contact oculaire	HP:0000817
Anomalie du système endocrinien	HP:0000818
diabète	HP:0000819
(e10-e14) - diabète sucré	HP:0000819
diabete sucre	HP:0000819
diabète sucré	HP:0000819
diabète juvénile	HP:0000819
maladies de la thyroïde	HP:0000820
hypothyroïdie	HP:0000821
hypertension	HP:0000822
hypertension artérielle	HP:0000822
puberté retardée	HP:0000823
puberté tardive	HP:0000823
déficit en hormone de croissance	HP:0000824
hypoglycémie hyperinsulinémique	HP:0000825
Puberté précoce	HP:0000826
Anomalie de la parathyroïde	HP:0000828
Anomalie de la glande parathyroïde	HP:0000828
Hypoparathyroidie	HP:0000829
hypopituitarisme	HP:0000830
diabète insulino-résistant	HP:0000831
hypothyroïdie primaire	HP:0000832
hypothyroïdie primitive	HP:0000832
intolérance au glucose	HP:0000833
tolérance altérée au glucose	HP:0000833
anomalie des glandes surrénales	HP:0000834
Hypoplasie surrénalienne	HP:0000835
hypoplasie congénitale des glandes surrénales	HP:0000835
hyperthyroïdie	HP:0000836
excès de gonadotropine	HP:0000837
anomalie de l'hypophyse	HP:0000838
nanisme hypophysaire	HP:0000839
Syndrome adrénogénital	HP:0000840
syndrome génitosurrénal	HP:0000840
hyperplasie surrénale	HP:0000840
hyperactivité du système rénine-angiotensine	HP:0000841
hyperinsulinémie	HP:0000842
hyperparathyroïdie	HP:0000843
hyperparathyroïdisme	HP:0000843
Acromégalie	HP:0000845
insuffisance surrénale	HP:0000846
anomalie du système rénine-angiotensine	HP:0000847
taux circulant de rénine augmenté	HP:0000848
anomalie corticosurrénalienne	HP:0000849
syndrome de Cushing	HP:0000850
hypothyroïdie congénitale	HP:0000851
hypothyroïdisme congénital	HP:0000851
Pseudohypoparathyroïdie	HP:0000852
pseudo-hypoparathyroïdie	HP:0000852
pseudo-hypoparathyroïdisme	HP:0000852
goitre	HP:0000853
adénome thyroïdien	HP:0000854
adénome de la thyroïde	HP:0000854
Insulino-résistance	HP:0000855
insulinorésistance	HP:0000855
résistance à l'insuline	HP:0000855
règles irrégulières	HP:0000858
menstruation irreguliere	HP:0000858
augmentation de l'aldostérone plasmatique	HP:0000859
hypoplasie parathyroïdienne	HP:0000860
déficit isolé en hormone de croissance	HP:0000861
Maladie d'Addison	HP:0000862
insuffisance surrénalienne primaire	HP:0000862
Diabète insipide central	HP:0000863
diabète insipide neurohypophysaire	HP:0000863
Diabète insipide d'origine centrale	HP:0000863
Anomalie de l'axe hypothalamohypophysaire	HP:0000864
Anomalie de l'axe hypothalamo-hypophysaire	HP:0000864
hypofonctionnement surrenal	HP:0000865
goitre multinodulaire euthyroïdien	HP:0000866
hyperparathyroïdie secondaire	HP:0000867
baisse de fecondite chez la femme	HP:0000868
aménorrhée secondaire	HP:0000869
hyperprolactinémie	HP:0000870
panhypopituitarisme	HP:0000871
thyroïdite chronique de hashimoto	HP:0000872
Diabète insipide	HP:0000873
insuffisance en glucocorticoïdes	HP:0000874
hypertension épisodique	HP:0000875
oligoménorrhée	HP:0000876
Onze paires de côtes	HP:0000878
sternum court	HP:0000879
scapula hypoplasique	HP:0000882
Omoplate hypoplasique	HP:0000882
Côtes fines	HP:0000883
sternum proéminent	HP:0000884
côtes larges	HP:0000885
cage thoracique déformée	HP:0000886
côtes excavées	HP:0000887
côtes horizontales, courtes	HP:0000888
Anomalie des clavicules	HP:0000889
Clavicules longues	HP:0000890
côte cervicale	HP:0000891
côtes cervicales	HP:0000891
Côtes bifides	HP:0000892
bombement de la jonction costochondrale	HP:0000893
clavicules courtes	HP:0000894
clavicules crochées	HP:0000895
exostoses des côtes	HP:0000896
chapelet costal	HP:0000897
clavicules hypoplasiques	HP:0000898
Côtes fines, courtes	HP:0000899
Côtes épaissies	HP:0000900
fusion costale	HP:0000902
fusion des côtes	HP:0000902
évasement de la cage thoracique	HP:0000904
acro-ostéolyse progressive de la clavicule	HP:0000905
scapula courte	HP:0000906
scapula petite	HP:0000906
côtes excavées antérieurement	HP:0000907
hypoplasie costale	HP:0000908
jonctions costochondrales largement excavées	HP:0000910
cavité glénoïde plate	HP:0000911
Anomalie de Sprengel	HP:0000912
fusion postérieure des côtes	HP:0000913
Larges clavicules	HP:0000916
pectus carinatum supérieur	HP:0000917
exostoses scapulaires	HP:0000918
Anomalies de la jonction costochondrale	HP:0000919
élargissement de la jonction costochondrale	HP:0000920
côtes manquantes	HP:0000921
Anomalie du système musculosquelettique	HP:0000924
Anomalie de la colonne vertébrale	HP:0000925
Platyspondylie	HP:0000926
corps vertébraux aplatis	HP:0000926
anomalie de la maturation osseuse	HP:0000927
Anomalie du crâne	HP:0000929
Anomalie de la fosse postérieure	HP:0000932
Kyste de la fosse postérieure dans le quatrième ventricule	HP:0000933
chondrocalcinose	HP:0000934
Cortex épaissi des os longs	HP:0000935
ostéopénie	HP:0000938
Ostéoporose	HP:0000939
Anomalie des diaphyses	HP:0000940
Dyaphyses courtes	HP:0000941
dysostose multiple	HP:0000943
Maladie lysosomale avec atteinte osseuse	HP:0000943
Anomalie des métaphyses	HP:0000944
Anomalie métaphysaire	HP:0000944
métaphyses irrégulières, évasées	HP:0000945
ilium hypoplasique	HP:0000946
côtes courtes et larges	HP:0000950
Anomalie de la peau	HP:0000951
dermatopathie	HP:0000951
ictère	HP:0000952
jaunisse	HP:0000952
Hyperpigmentation cutanée	HP:0000953
hyperpigmentation de la peau	HP:0000953
pli palmaire transverse unique	HP:0000954
Ichtyose	HP:0000955
Acanthosis nigricans	HP:0000956
l83 - acanthosis nigricans	HP:0000956
Taches café-au-lait	HP:0000957
sécheresse cutanée	HP:0000958
peau sèche	HP:0000958
xérose	HP:0000958
fossette sacrée	HP:0000960
cyanose	HP:0000961
hyperkératose	HP:0000962
hyperkératoses	HP:0000962
Peau fine	HP:0000963
Eczéma	HP:0000964
cutis marmorata	HP:0000965
livedo	HP:0000965
hypohidrose	HP:0000966
diminution de la transpiration	HP:0000966
diminution de la sudation	HP:0000966
pétéchie	HP:0000967
eruption petechique	HP:0000967
pétéchies	HP:0000967
Dysplasie ectodermique	HP:0000968
oedème	HP:0000969
hydropisie	HP:0000969
Anhidrose	HP:0000970
anomalie des glandes sudorifères	HP:0000971
anomalie des glandes sudoripares	HP:0000971
Hyperkératose palmoplantaire	HP:0000972
Cutis laxa	HP:0000973
peau hyperextensible	HP:0000974
hyperhidrose	HP:0000975
sudation	HP:0000975
sueur	HP:0000975
r61 - hyperhidrose	HP:0000975
Dermite eczématoïde	HP:0000976
dermite eczématiforme	HP:0000976
peau douce	HP:0000977
Ecchymoses	HP:0000978
meurtrissures ecchymotiques	HP:0000978
ecchymose	HP:0000978
purpura	HP:0000979
Pâleur	HP:0000980
lupus érythémateux discoïde chez des porteurs ou des adultes avec maladie légère	HP:0000981
Kératodermie palmoplantaire	HP:0000982
dermatite infectieuse due à un impétigo immuodéficient	HP:0000983
ictère néonatal	HP:0000986
ictere du nouveau-né	HP:0000986
cicatrisation atypique de la peau	HP:0000987
exanthème	HP:0000988
prurit	HP:0000989
Xanthomatose	HP:0000991
photosensibilité	HP:0000992
Photosensibilité cutanée	HP:0000992
Pseudotumeurs molluscoïdes	HP:0000993
pseudotumeur molluscoïde	HP:0000993
naevus pigmentaire	HP:0000995
naevus à mélanocytes	HP:0000995
hémangioma capillaire de la face	HP:0000996
Taches de rousseur axillaires	HP:0000997
hypertrichose	HP:0000998
hypertrichoses	HP:0000998
l68 - hypertrichose	HP:0000998
pyodermite	HP:0000999
dermite a pyogenes	HP:0000999
Anomalie de la pigmentation de la peau	HP:0001000
anomalie de la pigmentation cutanée	HP:0001000
Anomalie du tissu graisseux sous-cutané	HP:0001001
Anomalie de la graisse sous-cutanée	HP:0001001
Anomalie du pannicule adipeux	HP:0001001
graisse sous-cutanée diminuée	HP:0001002
Lentigines multiples	HP:0001003
lymphoedème	HP:0001004
lymphoedèmes	HP:0001004
manifestations dermatologiques de troubles systémiques	HP:0001005
hypotrichose	HP:0001006
hirsutisme	HP:0001007
Accumulation de mélanosomes dans les mélanocytes	HP:0001008
Télangiectasie	HP:0001009
Hypopigmentation cutanée	HP:0001010
leucodermie	HP:0001010
hypopigmentation de la peau	HP:0001010
hypopigmentation	HP:0001010
transpiration excessive	HP:0001011
Lipomes	HP:0001012
Xanthome éruptif	HP:0001013
Angiokératome	HP:0001014
veines superficielles proéminentes	HP:0001015
rides excessives palmoplantaires	HP:0001016
Pâleur anémique	HP:0001017
Dermatoglyphes palmaires anormaux	HP:0001018
Dermatoglyphes anormaux de la main	HP:0001018
anomalie des dermatoglyphes palmaires	HP:0001018
Erythrodermie	HP:0001019
dermatite exfoliatrice	HP:0001019
peau fine, souple	HP:0001020
Ichtyose congénital non  bulleux	HP:0001021
Albinisme	HP:0001022
cheveux dépigmentés	HP:0001022
fossette cutanée au dessus de l'apex de l'angulation d'un os long	HP:0001024
urticaire	HP:0001025
l50 - urticaire	HP:0001025
éruption allergique	HP:0001025
urticaires	HP:0001025
ulcère pénétrant des pieds	HP:0001026
Hémangiomes	HP:0001028
hémangiome	HP:0001028
poïkilodermie	HP:0001029
Peau fragile	HP:0001030
fragilité cutanée	HP:0001030
lipome sous-cutané	HP:0001031
aplasie des plis inter-phalangiens distaux	HP:0001032
rougeur faciale après ingestion d'alcool	HP:0001033
macules hyperpigmentées	HP:0001034
Anomalie de la kératinisation	HP:0001035
parakératose	HP:0001036
lésions cutanées induites par la warfarine	HP:0001038
xanthome athéroéruptif	HP:0001039
Syndrome d'Escobar	HP:0001040
érythème facial	HP:0001041
veines du cuir chevelu proéminentes	HP:0001043
albinisme congénital partiel (leucodermie) de la face, du tronc et des membres	HP:0001044
Vitiligo	HP:0001045
ictère intermittent	HP:0001046
Dermite atopique	HP:0001047
dermite allergique	HP:0001047
hémangiome caverneux	HP:0001048
pléthore	HP:0001050
dermatite séborrhéique	HP:0001051
seborrhee	HP:0001051
séborrhée	HP:0001051
dermite seborrhéique	HP:0001051
taches de vin	HP:0001052
Nevi flammei	HP:0001052
Nevus flammeus	HP:0001052
taches cutanées hypopigmentées	HP:0001053
Nombreux naevi	HP:0001054
Erysipèle	HP:0001055
miliaire	HP:0001056
miliaire sudorale	HP:0001056
milium	HP:0001056
Aplasie ectodermique congénitale	HP:0001057
aplasie dermique congénitale	HP:0001057
pauvre cicatrisation	HP:0001058
ptérygion	HP:0001059
Ptérygion axillaire	HP:0001060
Ptérygion de l'aisselle	HP:0001060
Acné	HP:0001061
acnés	HP:0001061
naevus atypique	HP:0001062
Acrocyanose	HP:0001063
augmentation de la sudation	HP:0001064
sudation excessive	HP:0001064
transpiration excessive	HP:0001064
vergetures	HP:0001065
Strie nerveuse	HP:0001065
stries atrophiques	HP:0001065
strie cutanée	HP:0001065
neurofibromatose	HP:0001067
neurofibromatoses	HP:0001067
neurofibrome	HP:0001067
hyperhidrose épisodique	HP:0001069
pigmentation mouchetée	HP:0001070
Angiokératose diffuse universelle	HP:0001071
épaississement de la peau	HP:0001072
cicatrices en papier à cigarettes	HP:0001073
Naevi atypiques souvent présents dans des zones non exposées au soleil	HP:0001074
cicatrice atrophique	HP:0001075
hémangiome glabellaire	HP:0001076
Anomalie des voies biliaires	HP:0001080
cholélithiase	HP:0001081
calculs biliaires	HP:0001081
lithiase biliaire	HP:0001081
Cholécystite	HP:0001082
Ectopie du cristallin	HP:0001083
Arc sénile	HP:0001084
oedème papillaire	HP:0001085
papilloedème	HP:0001085
signes de l'atrophie optique de Leber	HP:0001086
glaucome congénital	HP:0001087
glaucomes congénitaux	HP:0001087
Taches de Brushfield	HP:0001088
atrophie de l'iris	HP:0001089
atrophie iridienne	HP:0001089
grands yeux	HP:0001090
perte de la vision centrale	HP:0001091
Absence des points lacrymaux	HP:0001092
dysplasie du nerf optique	HP:0001093
iridocyclite	HP:0001094
rétinopathie hypertensive	HP:0001095
Kératoconjonctivite	HP:0001096
xérophtalmie	HP:0001097
kératoconjonctivite sèche	HP:0001097
Anomalie du fundus	HP:0001098
atrophie du fundus	HP:0001099
Iris hétérochromes	HP:0001100
iritis	HP:0001101
Stries angioïdes de la rétine	HP:0001102
anomalie de la macula	HP:0001103
Macula hypoplasique	HP:0001104
hypoplasie de la macula	HP:0001104
atrophie rétinienne	HP:0001105
Hyperpigmentation périorbitale	HP:0001106
albinisme oculaire	HP:0001107
rétraction du globe et déviation en adduction	HP:0001109
Myopie progressive	HP:0001110
dépigmentation rétinienne	HP:0001111
atrophie optique de leber	HP:0001112
Cataracte précode	HP:0001113
Xanthome	HP:0001114
Cataracte polaire postérieure	HP:0001115
Colobome de la macula/colobome maculaire	HP:0001116
perte brutal de la vision centrale	HP:0001117
cataracte juvénile	HP:0001118
kératoglobe	HP:0001119
anomalie de la taille ou de la forme de la cornée	HP:0001120
plagiocéphalie (assymétrie des orbites)	HP:0001121
Aplasie/hypoplasie de la choroïde	HP:0001122
anomalies du champ visuel	HP:0001123
anomalie du champ visuel	HP:0001123
scotome	HP:0001123
pigmentation rétinienne "poivre et sel"	HP:0001124
Hémianopsie	HP:0001125
cryptophtalmie	HP:0001126
Rétinite pigmentaire progressive	HP:0001127
trichiasis	HP:0001128
trichiase des paupières	HP:0001128
Anomalie importante du champ visuel central	HP:0001129
dystrophie cornéenne	HP:0001131
Dystrophie de la cornée	HP:0001131
